unidade_federativa,participacao_num_mun_uf,partipacao_total_pop_uf,year,participacao_percentual_pib_uf
Distrito Federal (1 município),100.0,100.0,2010,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2011,63.81883706660107
Acre (22 municípios),22.727272727272727,69.21008917890775,2011,78.77488432304601
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2011,87.08071423909702
Roraima (15 municípios),33.33333333333333,79.49735951967855,2011,87.14089604934411
Pará (144 municípios),3.4722222222222223,29.618621238389768,2011,54.54598674756855
Amapá (16 municípios),31.25,83.96889791198385,2011,88.58816356191117
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2011,49.875043406523304
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2011,51.70283570557743
Piauí (224 municípios),2.232142857142857,35.977889709451865,2011,58.843251445395275
Ceará (184 municípios),2.717391304347826,40.97391634193225,2011,61.129060787691344
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2011,61.596528813461816
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2011,57.643544808702195
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2011,55.885619083076406
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2011,61.71598998274691
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2011,57.831992584788544
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2011,43.63728229243725
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2011,34.5930773747192
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2011,56.5711640291561
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2011,64.8916529847331
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2011,47.315281517697045
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2011,45.46654206299203
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2011,35.167471191862006
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2011,34.66531782492156
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2011,54.90633419508359
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2011,41.64592796500624
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2011,51.8830721691059
Distrito Federal (1 município),100.0,100.0,2011,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2012,63.64063999970871
Acre (22 municípios),22.727272727272727,69.21008917890775,2012,78.83161188293765
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2012,86.84008518024757
Roraima (15 municípios),33.33333333333333,79.49735951967855,2012,86.84554858104956
Pará (144 municípios),3.4722222222222223,29.618621238389768,2012,54.148277509329134
Amapá (16 municípios),31.25,83.96889791198385,2012,88.9867407533808
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2012,50.37841934576249
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2012,52.427706500188066
Piauí (224 municípios),2.232142857142857,35.977889709451865,2012,59.22562101958224
Ceará (184 municípios),2.717391304347826,40.97391634193225,2012,62.66464381593982
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2012,61.284377801282666
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2012,58.789986475469846
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2012,56.04466641811636
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2012,61.535122659617684
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2012,58.75615008613506
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2012,42.479944141591936
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2012,34.74072856677794
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2012,54.82322773420303
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2012,64.21221451879488
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2012,46.50972111309994
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2012,44.82053014180401
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2012,34.903596357727224
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2012,34.45356472943417
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2012,54.500337947870605
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2012,41.07176763856519
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2012,50.84924290089686
Distrito Federal (1 município),100.0,100.0,2012,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2013,62.076644786302765
Acre (22 municípios),22.727272727272727,69.21008917890775,2013,76.99751539869149
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2013,86.77747752576198
Roraima (15 municípios),33.33333333333333,79.49735951967855,2013,86.22083518249246
Pará (144 municípios),3.4722222222222223,29.618621238389768,2013,50.84209986209867
Amapá (16 municípios),31.25,83.96889791198385,2013,88.4168265325725
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2013,50.69466352885815
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2013,50.379649650908775
Piauí (224 municípios),2.232142857142857,35.977889709451865,2013,59.689760350346255
Ceará (184 municípios),2.717391304347826,40.97391634193225,2013,61.861890718280726
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2013,61.538082824722224
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2013,57.501902627389406
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2013,56.379192633807406
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2013,61.4232057914258
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2013,58.505358435833564
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2013,43.55710946311524
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2013,34.32506393173907
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2013,53.42835659254318
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2013,64.72323082272987
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2013,45.90703428814685
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2013,43.492715819459725
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2013,34.207081955533
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2013,32.76543216028452
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2013,53.8965702074301
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2013,41.2054452803183
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2013,49.74385441022215
Distrito Federal (1 município),100.0,100.0,2013,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2014,62.15254472829275
Acre (22 municípios),22.727272727272727,69.21008917890775,2014,78.25630836273471
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2014,85.79268076339352
Roraima (15 municípios),33.33333333333333,79.49735951967855,2014,86.85651911237463
Pará (144 municípios),3.4722222222222223,29.618621238389768,2014,48.38846692365757
Amapá (16 municípios),31.25,83.96889791198385,2014,88.80111364596132
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2014,50.83817403783432
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2014,51.180143482686645
Piauí (224 municípios),2.232142857142857,35.977889709451865,2014,59.66367487513482
Ceará (184 municípios),2.717391304347826,40.97391634193225,2014,60.59130721735267
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2014,60.591242825657204
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2014,57.9802449241961
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2014,54.98756366552775
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2014,61.36638700447616
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2014,58.479988450774414
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2014,43.40463128562405
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2014,34.51867631726132
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2014,54.07851099257751
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2014,64.55284827269347
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2014,45.065904257226876
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2014,42.02282961585202
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2014,34.93280852139446
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2014,32.21584902332106
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2014,54.73585348515829
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2014,42.26005183516294
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2014,50.738772556501814
Distrito Federal (1 município),100.0,100.0,2014,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2015,62.204006833826035
Acre (22 municípios),22.727272727272727,69.21008917890775,2015,77.57235385459343
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2015,84.86307125528752
Roraima (15 municípios),33.33333333333333,79.49735951967855,2015,86.18999610293706
Pará (144 municípios),3.4722222222222223,29.618621238389768,2015,45.409604551712505
Amapá (16 municípios),31.25,83.96889791198385,2015,88.39168536958562
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2015,52.06270466400549
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2015,49.906440678567684
Piauí (224 municípios),2.232142857142857,35.977889709451865,2015,57.76196041525411
Ceará (184 municípios),2.717391304347826,40.97391634193225,2015,60.28225021910124
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2015,60.084606033555346
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2015,57.50529283742631
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2015,53.4629145451011
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2015,61.22041683216266
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2015,58.81192570894372
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2015,42.71666884027686
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2015,34.88168972849813
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2015,54.72162377810562
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2015,65.96603846647315
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2015,45.243788398603435
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2015,40.80570957983697
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2015,35.09800799610648
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2015,32.164225469663954
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2015,53.39515868588282
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2015,41.806367229258164
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2015,49.07464744264567
Distrito Federal (1 município),100.0,100.0,2015,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2016,61.556725630363886
Acre (22 municípios),22.727272727272727,69.21008917890775,2016,75.73501132350067
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2016,84.95107610289531
Roraima (15 municípios),33.33333333333333,79.49735951967855,2016,85.90820507928782
Pará (144 municípios),3.4722222222222223,29.618621238389768,2016,44.40924129627199
Amapá (16 municípios),31.25,83.96889791198385,2016,87.7125327590402
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2016,52.82048716313561
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2016,48.80021229755682
Piauí (224 municípios),2.232142857142857,35.977889709451865,2016,58.6083368456833
Ceará (184 municípios),2.717391304347826,40.97391634193225,2016,59.21026001001666
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2016,60.54344032649504
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2016,56.38186829716581
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2016,53.03076002791153
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2016,59.21038779328286
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2016,60.38243006986952
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2016,44.16338319091246
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2016,34.34635994515553
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2016,58.37236238582398
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2016,66.80889094171775
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2016,44.96302426645937
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2016,38.68423204618018
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2016,34.45955628067499
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2016,32.466935171645595
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2016,51.938540944379326
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2016,40.17140547477568
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2016,47.03790705040215
Distrito Federal (1 município),100.0,100.0,2016,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2017,61.88776904720315
Acre (22 municípios),22.727272727272727,69.21008917890775,2017,76.00633247927547
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2017,84.8844157139945
Roraima (15 municípios),33.33333333333333,79.49735951967855,2017,85.93513326429904
Pará (144 municípios),3.4722222222222223,29.618621238389768,2017,45.561193834447764
Amapá (16 municípios),31.25,83.96889791198385,2017,88.17681137095812
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2017,52.68400332775917
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2017,48.81484119288821
Piauí (224 municípios),2.232142857142857,35.977889709451865,2017,54.804528032853426
Ceará (184 municípios),2.717391304347826,40.97391634193225,2017,57.38187482429001
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2017,58.710276454498356
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2017,56.44752179794455
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2017,52.56161084871026
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2017,57.26166153639338
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2017,59.066898899064164
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2017,43.212685617124635
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2017,33.18314538116599
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2017,55.81234911804145
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2017,66.17111726544083
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2017,44.263501427406894
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2017,38.066184262121936
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2017,34.2581015944262
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2017,32.025291236414596
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2017,52.92720754354383
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2017,41.12801219528359
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2017,47.869967860038145
Distrito Federal (1 município),100.0,100.0,2017,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2018,61.19253742452736
Acre (22 municípios),22.727272727272727,69.21008917890775,2018,76.71305267092794
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2018,84.51616388074264
Roraima (15 municípios),33.33333333333333,79.49735951967855,2018,86.22010082084397
Pará (144 municípios),3.4722222222222223,29.618621238389768,2018,44.16375196804567
Amapá (16 municípios),31.25,83.96889791198385,2018,88.60766199126017
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2018,52.9612938950616
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2018,49.89580138542915
Piauí (224 municípios),2.232142857142857,35.977889709451865,2018,54.82138643948473
Ceará (184 municípios),2.717391304347826,40.97391634193225,2018,58.59851258994558
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2018,57.82383068457577
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2018,55.601348260941734
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2018,51.683180569084485
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2018,57.25972883767486
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2018,60.87682925750491
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2018,41.20733989971723
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2018,32.51077001578224
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2018,57.56626266238412
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2018,66.50549531830289
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2018,43.63358733279864
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2018,37.75915823290157
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2018,35.18426423078097
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2018,31.51956189163912
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2018,51.72604481984203
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2018,40.18416244064049
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2018,47.48665226506718
Distrito Federal (1 município),100.0,100.0,2018,100.0
Rondônia (52 municípios),9.615384615384617,53.54352994134114,2019,62.35900931517342
Acre (22 municípios),22.727272727272727,69.21008917890775,2019,77.17665480040586
Amazonas (62 municípios),8.064516129032258,62.270155578455515,2019,84.80452297530915
Roraima (15 municípios),33.33333333333333,79.49735951967855,2019,85.48861499269904
Pará (144 municípios),3.4722222222222223,29.618621238389768,2019,48.064053085481326
Amapá (16 municípios),31.25,83.96889791198385,2019,88.50757134176662
Tocantins (139 municípios),3.597122302158273,42.629569206785575,2019,52.70874259535071
Maranhão (217 municípios),2.3041474654377883,24.671948321887456,2019,48.84708915904831
Piauí (224 municípios),2.232142857142857,35.977889709451865,2019,54.90729539147958
Ceará (184 municípios),2.717391304347826,40.97391634193225,2019,57.18110662951576
Rio Grande do Norte (167 municípios),2.9940119760479043,43.89747731085392,2019,57.17958147890564
Paraíba (223 municípios),2.242152466367713,38.0941916470037,2019,55.5441176999951
Pernambuco (185 municípios),2.7027027027027026,28.57606687237125,2019,51.26469229332563
Alagoas (102 municípios),4.901960784313726,42.987579692553126,2019,56.59185758191496
Sergipe (75 municípios),6.666666666666667,45.032139961090984,2019,60.16889284604689
Bahia (417 municípios),1.1990407673860912,28.001177161612432,2019,41.12458659464517
Minas Gerais (853 municípios),0.5861664712778429,23.031277506589774,2019,32.52726838619204
Espírito Santo (78 municípios),6.41025641025641,47.983402386373534,2019,55.96837636398831
Rio de Janeiro (92 municípios),5.434782608695652,51.091034589572644,2019,65.83780373345712
São Paulo (645 municípios),0.7751937984496124,34.425534378989425,2019,43.843359582404936
Paraná (399 municípios),1.2531328320802004,29.680774556000166,2019,39.81048531607534
Santa Catarina (295 municípios),1.694915254237288,26.724586966146102,2019,35.04641519681168
Rio Grande do Sul (497 municípios),1.0060362173038229,24.907774197237135,2019,31.74515263136315
Mato Grosso do Sul (79 municípios),6.329113924050633,51.97147448745693,2019,52.418077632950215
Mato Grosso (141 municípios),3.546099290780142,39.125593419479486,2019,40.3826236943361
Goiás (246 municípios),2.0325203252032518,40.2613632769165,2019,47.44550828784219
Distrito Federal (1 município),100.0,100.0,2019,100.0
